name,city,department,rental_possible_status,rental_possible_confidence,rental_positive_signals,rental_negative_signals,is_aggregator,aggregator_domain,missing_formal_fields,email_questions,contact,price_text,capacity_text,address,source_url,formal_extraction_status,formal_scrape_http_status
5ème arr. 250 Le Philanthro-Lab à partir de 6 750 € HT,Montrouge,92,unclear,low,,,yes,snapevent.fr,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,750 €; 200 €; 150 €; 500 €,372m2; 66m2; 250 personnes; 150 personnes,,https://www.snapevent.fr/location-de-salle/paris/philanthro-lab-3659,scraped,200
18ème arr. 350 Le Hasard Ludique à partir de 3 000 € HT,Montrouge,92,unclear,low,,,yes,snapevent.fr,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,000 €; 104 €; 119 €; 750 €,280m2; 300m2; 350 personnes; 90 personnes,,https://www.snapevent.fr/location-de-salle/paris/hasard-ludique-3294,scraped,200
"7ème arr. 200 Hôtel de Poulpry, Maison des Polytechniciens à partir de 7 000 € HT",Montrouge,92,unclear,low,,,yes,snapevent.fr,adresse précise,Confirmer adresse précise; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,000 €; 140 €; 155 €; 750 €,719m2; 100m2; 200 personnes; 170 personnes,,https://www.snapevent.fr/location-de-salle/paris/hotel-poulpry-maison-polytechniciens-1964,scraped,200
Événement Lyon,Montrouge,92,possible,medium,location de salle,,yes,snapevent.fr,"adresse précise, prix, capacité","Confirmer adresse précise; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,,,,https://www.snapevent.fr/location-de-salle/lyon,scraped,200
rooftop,Montrouge,92,unclear,low,,,yes,snapevent.fr,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,000 €; 250 €; 500 €; 650 €,100m²; 250m²; 500m²; 1000m²,10 Avenue Émile Zola Boulogne - Jean Jaurès Boulogne - Pont de Saint-Cloud Cardinal Lemoine Chardon,https://www.snapevent.fr/location-de-salle/paris/rooftop,scraped,200
Maison Internationale - Cité Internationale Universitaire de Paris Centre de congrès à Paris 14ème (Paris) 18 salles 25-500 pers. Contacter,Châtillon,92,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,01.59.30.47.69; 06.68.84.39.48; +33668843948; +33143136680; +33159304769,Dès 1650 €; 00 €; À partir de 60 €; 000 €,2522 m²; 500 pers; 000 m²; 283 places,17 boulevard Jourdan 75014 Paris 14ème Voir le plan Accès en voiture Périphérique Sud Porte de Gentilly,https://www.abcsalles.com/lieu/maison-internationale,scraped,200
Lieu atypique,Montrouge,92,unclear,low,,,yes,snapevent.fr,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,000 €; 250 €; À partir de 400 €; À partir de 450 €,100m²; 250m²; 500m²; 1000m²,10 Avenue Émile Zola Boulogne - Jean Jaurès Boulogne - Pont de Saint-Cloud Cardinal Lemoine Chardon,https://www.snapevent.fr/location-de-salle/paris/lieu-atypique,scraped,200
le studio,Montrouge,92,possible,high,location de salle; location de salles,,no,studiolenvol.com,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",contact@studiolenvol.com; +33 6 63 70 30 15; 06 63 70 30 15,,65 m²; 65m²; 20 personnes; 35m²,"34 rue de la Montagne Sainte-Geneviève""",https://www.studiolenvol.com/studio-paris.html,scraped,200
accueil,Montrouge,92,possible,high,location de salle; location de salles,cours de danse,no,studiolenvol.com,prix,"Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",contact@studiolenvol.com; +33 6 63 70 30 15; 06 63 70 30 15,,35 m²; 65m²,"34 rue de la Montagne Sainte-Geneviève""",https://www.studiolenvol.com/index.html,scraped,200
cours,Montrouge,92,possible,high,location de salle; location de salles,cours de danse,no,studiolenvol.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",contact@studiolenvol.com; +33 6 63 70 30 15; 06 63 70 30 15,,,"34 rue de la Montagne Sainte-Geneviève""",https://www.studiolenvol.com/cours-danse.html,scraped,200
stages,Montrouge,92,possible,high,location de salle; location de salles,,no,studiolenvol.com,capacité,"Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",classique@lib-arte.fr; +33663703015; 06 63 70 30 15,45 €; 80 €; 55 €; 95 €,,"34 rue de la Montagne Sainte-Geneviève""",https://www.studiolenvol.com/stages-danse-classique-paris.html,scraped,200
Séminaire d'entreprise,Montrouge,92,unclear,low,,,yes,snapevent.fr,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,f4e08f692823454b83bbb2fa18b79741@sentry.io; 01 76 42 02 10,000 €; 250 €; 900 €; 500 €,100m²; 250m²; 500m²; 1000m²,10 Avenue Émile Zola Boulogne - Jean Jaurès Boulogne - Pont de Saint-Cloud Cardinal Lemoine Chardon,https://www.snapevent.fr/location-de-salle/paris/seminaire,scraped,200
Aupra Dance - La Salle Fred Astaire,Bagneux,92,possible,medium,salle à louer,,yes,privateaser.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.privateaser.com/lieu/5324-aupra-dance-salle-fred-astaire,fetch_failed,
Obtenir un devis,Bagneux,92,possible,medium,salle à louer,,yes,privateaser.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.privateaser.com/lieu/5323-aupra-dance-salle-gene-kelly,fetch_failed,
06 63 70 30 15,Montrouge,92,possible,high,location de salle; location de salles,,no,studiolenvol.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.studiolenvol.com/img/ballons-coeur.jpg,scraped,200
Cours de gym respiratoire,Montrouge,92,possible,high,location de salle; location de salles,,no,studiolenvol.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",contact@studiolenvol.com; +33 6 63 70 30 15; 06 70 44 44 43; 06 63 70 30 15,,,"34 rue de la Montagne Sainte-Geneviève""",https://www.studiolenvol.com/cours-gymnastique-respiratoire-paris.html,scraped,200
Cours de K-Pop,Montrouge,92,possible,high,location de salle; location de salles,,no,studiolenvol.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",contact@studiolenvol.com; +33 6 63 70 30 15; 06 63 70 30 15,,,"34 rue de la Montagne Sainte-Geneviève""",https://www.studiolenvol.com/cours-kpop-paris.html,scraped,200
Cours de danse classique,Montrouge,92,possible,high,location de salle; location de salles,cours de danse,no,studiolenvol.com,capacité,"Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",contact@studiolenvol.com; classique@lib-arte.fr; +33 6 63 70 30 15; 06 63 70 30 15,12 €; 15 €; 50 €; 120 €,,"34 rue de la Montagne Sainte-Geneviève""",https://www.studiolenvol.com/cours-danse-classique-paris.html,scraped,200
Utilisez notre formulaire Google pour faire une demande de réservation de studio,Montrouge,92,possible,high,location de salle; location de salles,,no,forms.gle,"adresse précise, contact, prix","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,65m²; 35m²,,https://forms.gle/DPHZkEb1M4uo5Xb48,scraped,200
"L'Île-de-France, destination première pour les séminaristes et congressistes",Châtillon,92,unclear,low,,,yes,abcsalles.com,"adresse précise, contact",Confirmer adresse précise; Confirmer contact; Demander explicitement si une location/privatisation de salle est possible.,,2 €; 4 € par personne; 5 €; 12 €,000 m²,,https://www.abcsalles.com/mag/actualite/ile-france-destination-premiere-seminaristes-congressistes,scraped,200
INSCRIPTION,Montrouge,92,possible,high,location de salle; location de salles,,no,association-rds.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.association-rds.com/inscriptions.php,scraped,200
CONTACT,Montrouge,92,possible,high,location de salle; location de salles,,no,association-rds.com,"adresse précise, prix, capacité","Confirmer adresse précise; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",rdanses@gmail.com; ciyadanse@live.fr; association-rds@live.fr; 333holi-therapie@gmail.com; labeltango@laposte.net; 06 65 06 76 45; 06 09 20 63 87; 06 02 53 41 23; 06 24 15 66 29; 06 07 53 85 15,,,,https://www.association-rds.com/contact.php,scraped,200
Actualités,Montrouge,92,possible,high,location de salle; location de salles,,no,association-rds.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.association-rds.com/actualites.php,scraped,200
Présentation,Montrouge,92,possible,high,location de salle; location de salles,,no,association-rds.com,"contact, prix, capacité","Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,20 avenue Emile Boutroux,https://www.association-rds.com/presentation.php,scraped,200
Eveil danse,Montrouge,92,possible,high,location de salle; location de salles,,no,association-rds.com,"adresse précise, capacité","Confirmer adresse précise; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",rdanses@gmail.com; 06.65.06.76.45,40 €,,,https://www.association-rds.com/eveil-danse.php,scraped,200
Cours enfants,Montrouge,92,possible,high,location de salle; location de salles,,no,association-rds.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.association-rds.com/cours-enfants.php,scraped,200
Planning,Montrouge,92,possible,high,location de salle; location de salles,planning des cours,no,association-rds.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.association-rds.com/planning-des-cours.php,scraped,200
Eveil artistique,Montrouge,92,possible,high,location de salle; location de salles,,no,association-rds.com,"adresse précise, capacité","Confirmer adresse précise; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",rdanses@gmail.com; 06.65.06.76.45,40 €,,,https://www.association-rds.com/eveil-artistique.php,scraped,200
Danse moderne contemporaine,Montrouge,92,possible,high,location de salle; location de salles,,no,association-rds.com,"adresse précise, capacité","Confirmer adresse précise; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",rdanses@gmail.com; 06.65.06.76.45,40 €; 5 €; 15 €,,,https://www.association-rds.com/danse-contemporaine.php,scraped,200
Danse orientale,Montrouge,92,possible,high,location de salle; location de salles,,no,association-rds.com,"adresse précise, capacité","Confirmer adresse précise; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",ciyadanse@live.fr; 06 09 20 63 87,370 €; 40 €; 465 €; 15 €,,,https://www.association-rds.com/danse-orientale.php,scraped,200
Accueil,Montrouge,92,possible,high,location de salle; location de salles,cours de danse,no,association-rds.com,"adresse précise, contact, prix, capacité","Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,,https://www.association-rds.com/index.php,scraped,200
L'Arène Hôtel à Paris 14ème (Paris) 1 salle 50-2400 pers. À partir de 20 000 € Contacter,Châtillon,92,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,+33652829243; +33973882532; 0201869608,Dès 80 €; 80€; 00 €; À partir de 150 €,2200 m²; 2400 pers; 2400 personnes; 300 places,21 avenue de la Porte de Châtillon,https://www.abcsalles.com/lieu/arene,scraped,200
PLAN D'ACCES,Montrouge,92,possible,high,location de salle; location de salles,,no,association-rds.com,"contact, prix, capacité","Confirmer contact; Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",,,,"20 avenue Emile Boutroux 92120 Montrouge . Métro : Ligne 4 arrêt ""Mairie de Montrouge"" - Sortie Beff",https://www.association-rds.com/plan-d-acces.php,scraped,200
Hauts-de-Seine,Bagneux,92,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,+33612841838; 01.59.30.48.06; +33603050960; 01.59.30.47.93; 0461871025,À partir de 1300€; À partir de 1500€; 25€ / pers; À partir de 80€,750 pers; 110 pers; 130 pers; 1500 m²,25 Boulevard Marcel Pourtout\u003C\u002Fb,https://www.abcsalles.com/salle-d-anniversaire-2_hauts-de-seine_d.html,scraped,200
Salle d'anniversaire,Bagneux,92,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,+33607606915; 05.18.23.24.95; 0869618690; +33674849492; 01.59.30.50.27,À partir de 1770€; À partir de 500€; À partir de 850€; À partir de 1350€,250 pers; 250 m²; 250 personnes; 150 personnes,1 rue Henry Dunant 91070 Bondoufle\u003C\u002Fb,https://www.abcsalles.com/salle-d-anniversaire-2.html,scraped,200
Ile-de-France,Bagneux,92,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,+33769808143; 01.59.30.09.05; +33674849492; 01.59.30.50.27; +33667713909,À partir de 1500€; 80€ / pers; À partir de 8000€; 15€ / pers,100 pers; 1200 pers; 220 pers; 80 pers,18 rue Léon Jouhaux\u003C\u002Fstrong,https://www.abcsalles.com/salle-d-anniversaire-2_ile-de-france_r.html,scraped,200
On en parle,Châtillon,92,unclear,low,,,yes,abcsalles.com,"contact, capacité",Confirmer contact; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,2 €; 4 € par personne; 5 €; 12 €,,"18 Rue Marbeuf""",https://www.abcsalles.com/mag/actualite/on-en-parle,scraped,200
Location de château Bagneux (92220),Bagneux,92,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,+33616164724; 01.59.30.49.25; 0209324999; +33139270697; 01.59.30.28.77,À partir de 3250€; À partir de 100€; À partir de 5000€; 145€ / pers,400 pers; 440 m²; 400 personnes; 200 m²,176 rue des Vives Eaux à Dammarie-les-Lys\u003C\u002Fb,https://www.abcsalles.com/location-de-chateau-2_bagneux_v92.html,scraped,200
Location de péniche Bagneux (92220),Bagneux,92,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,0339608521; 0789999999; +33756901071; 01.59.30.05.71; +33610394357,À partir de 1550€; À partir de 1500€; À partir de 5700€; 70€ / pers,200 pers; 200 personnes; 120 personnes; 400 pers,1 quai François Mauriac,https://www.abcsalles.com/location-de-peniche-2_bagneux_v92.html,scraped,200
Salle de réception Bagneux (92220),Bagneux,92,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,0396762844; +33612572842; 01.59.30.48.96; 01.59.30.48.22; +33143136680,À partir de 550€; À partir de 840€; 25€ / pers; À partir de 120€,50 pers; 100 pers; 100 m²; 8 personnes,21 Rue Larmeroux,https://www.abcsalles.com/salle-de-reception-2_bagneux_v92.html,scraped,200
Centres de santé,Arcueil,94,possible,high,location de salle,,no,arcueil.fr,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 46 15 08 09; 01 46 15 08 80,,,13 avenue du Chaperon Vert 94110 Arcueil 01 46 15 08 09 Site internet Contact Centre Maï Politzer 3,https://www.arcueil.fr/la-ville/nos-politiques-publiques/solidarite/sante/centres-de-sante/,scraped,200
Salle de réunion Bagneux (92220),Bagneux,92,unclear,low,,,yes,abcsalles.com,,Aucun champ formel manquant détecté; Demander explicitement si une location/privatisation de salle est possible.,0844232699; +33143136680; 01.59.30.47.69; 03.38829999; 0461871025,À partir de 550€; À partir de 60€; À partir de 350€; À partir de 840€,50 pers; 350 pers; 100 pers; 90 m²,1 rue du Moulin à Vanves (92170)\u003C\u002Fb,https://www.abcsalles.com/salle-de-reunion-2_bagneux_v92.html,scraped,200
Associations sportives,Arcueil,94,possible,medium,location de salle,,yes,arcueil.fr,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 45 47 83 16; 09 53 55 56 86; 01 45 47 11 58; 0665337689; 0759598672,,,15 Rue Emile Raspail,https://www.arcueil.fr/demarches-et-services/associations/annuaire-des-associations/?f=1&categorie=associations&sous-categorie=sports-et-loisirs&sous-categorie-2=&recherche=,scraped,200
Espace 10-13,Arcueil,94,possible,high,location de salle,,no,arcueil.fr,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 46 65 21 39; 01 46 15 08 80,,,16 rue du Colonel Fabien 94110 Arcueil 01 46 65 21 39 Ce contenu vous a-t-il été utile ? Oui Non,https://www.arcueil.fr/demarches-et-services/familles-et-education/enfance-et-scolarite/espace-10-13/,scraped,200
Salle Le Mas,,95,unclear,low,,,yes,bastide95.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.bastide95.com/location-salle-le-mas/,fetch_failed,
Salle La Villa,,95,unclear,low,,,yes,bastide95.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.bastide95.com/location-salle-val-d-oise-la-villa/,fetch_failed,
MARIAGE,,95,unclear,low,,,no,bastide95.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.bastide95.com/salle-de-mariage-95/,fetch_failed,
événement privé,,95,unclear,low,,,yes,bastide95.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.bastide95.com/location-de-salle-paris-evenements-prives/,fetch_failed,
Centre Maï Politzer,Arcueil,94,possible,high,location de salle,,no,arcueil.fr,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 46 15 08 09; 01 46 15 08 80,,,3 rue du 8 mai 1945 dans les anciens locaux du centre municipal de santé,https://www.arcueil.fr/demarches-et-services/solidarite-et-sante/sante/centre-mai-politzer/,scraped,200
Centre-Sud-Est,Villejuif,94,unclear,low,,,no,villejuif.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,01 45 59 20 00,,,,https://www.villejuif.fr/decouvrir-villejuif/vie-de-quartier/centre-sud-est,scraped,200
Centres de protection maternelle et infantile,Arcueil,94,possible,high,location de salle,,no,arcueil.fr,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 56 71 41 48; 01 56 71 41 67; 01 56 71 41 66; 01 46 15 08 80,,,5 rue Berthollet,https://www.arcueil.fr/demarches-et-services/solidarite-et-sante/sante/centres-de-protection-maternelle-et-infantile/,scraped,200
Maîtrise de la population animale sur l’espace public,Arcueil,94,possible,high,location de salle,,no,arcueil.fr,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 71 56 03 67; 06 08 43 86 95; 01 46 15 08 80,,,42 rue Cauchy 94110 Arcueil 01 71 56 03 67 Ce contenu vous a-t-il été utile ? Oui Non Pied de pag,https://www.arcueil.fr/demarches-et-services/solidarite-et-sante/hygiene/maitrise-de-la-population-animale-sur-lespace-public/,scraped,200
La page dédié au bénévolat associatif à Villejuif,Villejuif,94,unclear,low,,,yes,villejuif.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,vie-associative@villejuif.fr; 01 53 42 31 33; 06 26 26 35 41; 06 47 61 80 45; 01 42 11 07 95; 06 65 03 19 86,,,17 place Maurice Thorez – Villejuif à 10 minutes à pied du métro L.7 – arrêt Paul Vaillant Couturie,https://www.villejuif.fr/associations/recherche-de-benevoles,scraped,200
"Formulaire de reservation de salles ponctuelle pour les associations (PDF, 144 ko)",Villejuif,94,unclear,low,,,no,villejuif.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0 129 000000; 010011 0000; 010277 0000; 010447 0000; 010688 0000,,,,https://www.villejuif.fr/fileadmin/mediatheque/villejuif/Surheader/Associations/Demande-salle-associations-2026.pdf,scraped,200
"Formulaire de reservation de salles ponctuelle pour les partis politiques (PDF, 143 ko)",Villejuif,94,unclear,low,,,no,villejuif.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,0 133 000000; 010107 0000; 010276 0000; 010413 0000; 010443 0000,,,,https://www.villejuif.fr/fileadmin/mediatheque/villejuif/Surheader/Associations/Demande-salle-parti-politique-2026.pdf,scraped,200
Annuaire des associations,Villejuif,94,unclear,low,,,yes,villejuif.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,01 45 59 20 00,,,,https://www.villejuif.fr/toutes-les-associations,scraped,200
Centre de santé Marcel Trigon,Arcueil,94,possible,high,location de salle,,no,arcueil.fr,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 46 15 08 09; 0800 08 11 11; 01 46 15 08 80,,,13 avenue du Chaperon-Vert,https://www.arcueil.fr/demarches-et-services/solidarite-et-sante/sante/centre-municipal-et-universitaire-de-sante-marcel-trigon/,scraped,200
service des associations,Villejuif,94,unclear,low,,,no,villejuif.fr,"prix, capacité",Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,01 86 93 31 40; 01 45 59 20 00,,,6 rue Georges Lebigot,https://www.villejuif.fr/tous-les-services/service-de-la-vie-associative,scraped,200
Espace Formations Paris-Villejuif,Villejuif,94,possible,high,location de salle; location de salles,,no,fr.mappy.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",espace-paris-villejuif@orange.fr; 0760041640; 02 47 61 66 44; 0760058640; 01 49 58 30 00; 0260609160,,,100 av Stalingrad,https://fr.mappy.com/poi/63e0c848692e9b6d11b7334e,scraped,200
"2026_-_BILAN_DE_SUBVENTION_-_AIDE_AU_PROJET_2025.pdf (PDF, 881 ko)",Villejuif,94,unclear,low,,,no,villejuif.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,K@48G9-.BYBGNPTUT; 0 542 94 94 45; 06 1005 1005; 06 1006 1006; 06 1009 1009; 0 456 21 21 45,,,,https://www.villejuif.fr/fileadmin/mediatheque/villejuif/Surheader/Associations/2026_-_BILAN_DE_SUBVENTION_-_AIDE_AU_PROJET_2025.pdf,scraped,200
"Réclamation, intervention espaces verts",Arcueil,94,possible,high,location de salle,,no,arcueil.fr,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",chosen-sprite@2x.png; 01 46 15 08 80,,,42 rue Cauchy BP 80037 94110 Arcueil Nous contacter 01 46 15 08 80 Horaires d'ouverture Lundi : d,https://www.arcueil.fr/demarches-et-services/espaces-verts-et-nature-en-ville/reclamation-intervention/,scraped,200
"2026_-_DEMANDE_DE_SUBVENTION_-_AIDE_AUX_PROJETS.pdf (PDF, 1,04 mo)",Villejuif,94,unclear,low,,,no,villejuif.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,K@48G9-.BYBGNPTUT,,,,https://www.villejuif.fr/fileadmin/mediatheque/villejuif/Surheader/Associations/2026_-_DEMANDE_DE_SUBVENTION_-_AIDE_AUX_PROJETS.pdf,scraped,200
Espaces verts,Arcueil,94,possible,high,location de salle,,no,arcueil.fr,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",01 46 15 08 80,,,58 avenue François-Vincent Raspail) et Gentilly. C’est un véritable poumon vert au cœur de la ville,https://www.arcueil.fr/demarches-et-services/espaces-verts-et-nature-en-ville/parcs-et-jardins/,scraped,200
Location de salles autour de moi,Villejuif,94,possible,medium,location de salle; location de salles,,yes,fr.mappy.com,"prix, capacité","Confirmer prix; Confirmer capacité; Confirmer modalités exactes de location, disponibilités, prix, capacité et conditions.",0830059273; 0610029069; 0560018964; 0990015899; 0690006935,,,1 Rue D'aiguillon,https://fr.mappy.com/activite/location-de-salles,scraped,200
Le Kremlin-Bicêtre,Le Kremlin-Bicêtre,94,unclear,low,,,yes,privateaser.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.privateaser.com/location-salle/top-salles-le-kremlin-bicetre-94270,fetch_failed,
"2026_Demande_de_subvention_-_Fonctionnement.pdf (PDF, 760 ko)",Villejuif,94,unclear,low,,,no,villejuif.fr,"adresse précise, prix, capacité",Confirmer adresse précise; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,K@48G9-.BYBGNPTUT; 0 157 11 11 27; 0 456 21 21 45; 0 546 41 41 50; 0 638 51 51 54; 0 546 68 68 45,,,,https://www.villejuif.fr/fileadmin/mediatheque/villejuif/Surheader/Associations/2026_Demande_de_subvention_-_Fonctionnement.pdf,scraped,200
Salles pour soirée d'entreprise à Paris,Le Kremlin-Bicêtre,94,unclear,low,,,yes,privateaser.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.privateaser.com/soiree-entreprise/top-salles-soiree-entreprise-paris,fetch_failed,
Salles de conférence à louer à Paris,Le Kremlin-Bicêtre,94,unclear,low,,,yes,privateaser.com,"adresse précise, contact, prix, capacité",Confirmer adresse précise; Confirmer contact; Confirmer prix; Confirmer capacité; Demander explicitement si une location/privatisation de salle est possible.,,,,,https://www.privateaser.com/conference/top-salles-conference-paris,fetch_failed,
